회원번호,조합원상태,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액,구,동,연령60이상,방문횟수,연령대_4560대
1000012800,1,0,58.0,0,0,0,50대,7658.0,수지구,풍덕천동,0,1,1
1000103744,1,0,34.0,0,0,0,30대,36948.0,처인구,고림동,0,1,0
1000122304,1,0,38.0,0,0,0,30대,142831.0,광주,기타,0,15,0
1000163136,1,0,73.0,0,0,0,70대이상,138892.0,수지구,동천동,1,4,0
1000281920,1,0,42.0,1,0,0,40대,632554.0,수지구,풍덕천동,0,28,1
1000330176,1,0,64.0,0,0,0,60대,317217.0,수지구,신봉동,1,20,1
1000491648,1,0,37.0,0,0,0,30대,663152.0,수지구,동천동,0,32,0
1000508352,1,0,35.0,0,0,0,30대,7083.0,기흥구,상하동,0,1,0
1000565888,1,0,52.0,0,0,0,50대,49296.0,수지구,상현동,0,5,1
1000577024,1,0,47.0,0,0,0,40대,218435.0,기타,기타,0,3,1
1000796032,1,0,40.0,0,0,0,40대,117067.0,수지구,동천동,0,6,1
1000807168,1,0,39.0,0,0,0,30대,305634.0,수지구,동천동,0,33,0
1001042880,1,0,42.0,0,0,0,40대,10721.0,수지구,신봉동,0,3,1
1001111552,1,0,47.0,0,0,0,40대,831282.0,수지구,풍덕천동,0,34,1
100134912,1,0,49.0,0,0,0,40대,21709.0,수지구,성복동,0,3,1
1001440064,1,0,50.0,0,0,0,50대,298551.0,수지구,동천동,0,25,1
1001592256,1,0,40.0,0,0,0,40대,38288.0,수지구,성복동,0,1,1
1001595968,1,0,50.0,0,0,0,50대,56475.0,수지구,동천동,0,4,1
1001677632,1,0,78.0,0,0,0,70대이상,2967.0,수지구,동천동,1,1,0
1001707328,1,0,42.0,0,0,0,40대,13209.0,수지구,동천동,0,2,1
1001712896,1,0,49.0,0,0,0,40대,37523.0,수지구,신봉동,0,3,1
1001714752,1,0,52.0,0,0,0,50대,110844.0,수지구,동천동,0,3,1
1001744448,1,0,46.0,0,0,0,40대,36565.0,수지구,풍덕천동,0,2,1
1001750016,1,0,44.0,0,0,0,40대,3637.0,분당구,백현동,0,1,1
1001776000,1,1,57.0,0,0,0,50대,187413.0,기타,기타,0,6,1
1001982016,1,0,52.0,0,0,0,50대,22016.0,수지구,상현동,0,2,1
1002102656,1,0,59.0,1,0,0,50대,494971.0,수지구,동천동,0,27,1
1002106368,1,0,40.0,0,0,0,40대,363546.0,분당구,판교동,0,15,1
1002115648,1,0,61.0,0,0,0,60대,35416.0,수지구,풍덕천동,1,3,1
1002182464,1,0,37.0,0,0,0,30대,26993.0,수지구,풍덕천동,0,4,0
100224000,1,0,63.0,0,0,0,60대,934712.0,수지구,상현동,1,43,1
100225856,1,0,48.0,0,0,0,40대,27185.0,수지구,풍덕천동,0,1,1
1003019520,1,0,72.0,0,0,0,70대이상,80022.0,기타,기타,1,5,0
1003088192,1,0,66.0,0,0,0,60대,13209.0,기타,기타,1,1,1
1004585984,1,0,61.0,0,0,0,60대,193547.0,수지구,신봉동,1,9,1
1004617536,1,0,41.0,0,1,0,40대,27951.0,수지구,죽전동,0,1,1
1004699200,1,0,40.0,0,0,0,40대,23930.0,수지구,풍덕천동,0,2,1
1004825408,1,0,40.0,0,0,0,40대,1209341.0,수지구,상현동,0,39,1
1004836544,1,0,40.0,0,0,0,40대,317985.0,수지구,동천동,0,17,1
1005029568,1,0,55.0,0,0,0,50대,150951.0,수지구,성복동,0,7,1
1005059264,1,0,39.0,0,0,0,30대,1471084.0,수지구,풍덕천동,0,53,0
1005142784,1,0,65.0,0,0,0,60대,220915.0,수지구,동천동,1,16,1
1005174336,1,0,37.0,0,0,0,30대,125968.0,수지구,성복동,0,1,0
1005230016,1,0,42.0,0,0,0,40대,24275.0,수지구,풍덕천동,0,3,1
1005389632,1,0,54.0,1,0,0,50대,522272.0,수지구,동천동,0,18,1
1005393344,1,0,42.0,0,0,0,40대,25270.0,수지구,죽전동,0,2,1
1005430464,1,0,57.0,0,0,0,50대,19144.0,수지구,동천동,0,1,1
100548800,1,0,53.0,0,0,0,50대,98209.0,수지구,동천동,0,2,1
1005500992,1,0,37.0,0,0,0,30대,63558.0,수지구,동천동,0,2,0
1005616064,1,0,73.0,0,0,0,70대이상,26705.0,수지구,상현동,1,3,0
1005669888,1,0,63.0,0,1,0,60대,57433.0,수지구,상현동,1,2,1
1005729280,1,1,50.0,0,0,0,50대,36564.0,분당구,구미동,0,6,1
1005732992,1,0,44.0,0,0,0,40대,62218.0,수지구,풍덕천동,0,4,1
1005924160,1,0,40.0,0,0,0,40대,191635.0,수지구,풍덕천동,0,16,1
1005942720,1,0,46.0,0,0,0,40대,29865.0,수지구,동천동,0,1,1
1005976128,1,0,40.0,0,0,0,40대,149132.0,수지구,동천동,0,11,1
1005983552,1,0,43.0,0,0,0,40대,6318.0,기흥구,동백동,0,1,1
1006050368,1,0,66.0,0,0,0,60대,67003.0,수지구,동천동,1,4,1
1006132032,1,0,64.0,0,0,0,60대,39820.0,수지구,신봉동,1,6,1
1006167296,1,0,47.0,0,0,0,40대,496730.0,수지구,풍덕천동,0,30,1
1006213696,1,0,45.0,0,0,0,40대,393889.0,수원 영통구,기타,0,13,1
1006302784,1,0,46.0,0,0,0,40대,54178.0,수지구,풍덕천동,0,3,1
1006313920,1,0,40.0,0,0,0,40대,8998.0,수지구,동천동,0,1,1
1006319488,1,0,46.0,1,0,0,40대,377240.0,수지구,풍덕천동,0,30,1
1006334336,1,0,39.0,0,0,0,30대,53316.0,수지구,상현동,0,8,0
1006349184,1,0,41.0,0,0,0,40대,123771.0,수지구,풍덕천동,0,12,1
1006436416,1,0,45.0,0,0,0,40대,15507.0,수지구,동천동,0,2,1
1006532928,1,0,37.0,0,0,0,30대,5552.0,수지구,신봉동,0,1,0
1006614592,1,0,38.0,0,0,0,30대,411124.0,수지구,동천동,0,17,0
1006670272,1,0,72.0,0,0,0,70대이상,170191.0,기타,기타,1,10,0
1006712960,1,0,46.0,0,0,0,40대,117817.0,수지구,풍덕천동,0,9,1
1006891136,1,0,47.0,0,0,0,40대,261986.0,수지구,동천동,0,12,1
1006917120,1,0,63.0,0,0,0,60대,456491.0,수지구,풍덕천동,1,34,1
1006998784,1,0,37.0,0,0,0,30대,100889.0,수지구,풍덕천동,0,12,0
1007015488,1,0,54.0,1,0,0,50대,551542.0,기흥구,보정동,0,23,1
1007212224,1,0,34.0,0,0,0,30대,1193969.0,수지구,풍덕천동,0,39,0
1007219648,1,0,51.0,0,0,0,50대,5935.0,수지구,성복동,0,1,1
1007247488,1,0,39.0,0,0,0,30대,113238.0,수지구,상현동,0,5,0
1007314304,1,0,38.0,1,0,0,30대,397528.0,수지구,동천동,0,23,0
1007576000,1,0,42.0,0,0,0,40대,10051.0,수지구,상현동,0,2,1
1007739328,1,0,56.0,0,0,0,50대,23739.0,수지구,동천동,0,1,1
1007817280,1,0,48.0,0,1,0,40대,1533023.0,수지구,풍덕천동,0,60,1
1007820992,1,0,48.0,0,1,0,40대,804440.0,수지구,풍덕천동,0,54,1
1007830272,1,0,56.0,0,0,0,50대,123000.0,수지구,신봉동,0,12,1
1007880384,1,0,41.0,0,0,0,40대,234326.0,수지구,상현동,0,8,1
1008056704,1,0,42.0,0,0,0,40대,66142.0,수지구,상현동,0,2,1
1008080832,1,0,63.0,0,0,0,60대,29290.0,수지구,동천동,1,1,1
1008082688,1,0,46.0,0,0,0,40대,108356.0,수지구,동천동,0,1,1
1008116096,1,0,62.0,0,0,0,60대,97350.0,수지구,상현동,1,7,1
1008201472,1,0,48.0,0,0,0,40대,9572.0,수지구,풍덕천동,0,1,1
1008335104,1,0,51.0,0,0,0,50대,67005.0,분당구,구미동,0,2,1
1008370368,1,0,50.0,0,0,0,50대,91608.0,수지구,풍덕천동,0,14,1
1008511424,1,0,46.0,0,1,0,40대,259594.0,수지구,동천동,0,12,1
1008613504,1,0,39.0,0,0,0,30대,48818.0,수지구,풍덕천동,0,1,0
1008698880,1,0,40.0,0,0,0,40대,32641.0,수원 영통구,기타,0,4,1
1008719296,1,0,44.0,0,0,0,40대,24122.0,수원 영통구,기타,0,1,1
1008748992,1,0,52.0,0,0,0,50대,10912.0,수지구,동천동,0,1,1
1008800960,1,0,49.0,0,0,0,40대,55996.0,수지구,동천동,0,4,1
1008955008,1,0,42.0,1,0,0,40대,479273.0,수지구,성복동,0,23,1
1009040384,1,0,60.0,0,0,0,60대,454920.0,수지구,동천동,1,8,1
1009066368,1,0,52.0,0,0,0,50대,291471.0,기흥구,보정동,0,11,1
100932992,1,0,50.0,0,0,0,50대,247534.0,수지구,풍덕천동,0,15,1
1009355904,1,0,37.0,0,1,0,30대,14741.0,수지구,신봉동,0,1,0
1009381888,1,0,44.0,0,0,0,40대,7083.0,수지구,풍덕천동,0,1,1
1009406016,1,1,51.0,0,0,0,50대,38958.0,기흥구,청덕동,0,3,1
1009480256,1,0,50.0,0,0,0,50대,45754.0,수지구,풍덕천동,0,3,1
1009495104,1,0,45.0,0,0,0,40대,240066.0,수지구,동천동,0,19,1
1009508096,1,0,51.0,0,0,0,50대,7370.0,수지구,동천동,0,1,1
100955264,1,0,85.0,0,0,0,70대이상,113429.0,수지구,풍덕천동,1,4,0
1009565632,1,0,67.0,0,0,0,60대,195271.0,서울 강남구,기타,1,10,1
1009641728,1,0,44.0,0,0,0,40대,142527.0,수지구,풍덕천동,0,12,1
1009671424,1,0,38.0,0,0,0,30대,14741.0,기흥구,보정동,0,1,0
1009959104,1,0,30.0,0,0,0,30대,484060.0,수지구,동천동,0,21,0
1010090880,1,0,42.0,0,1,0,40대,646805.0,수지구,풍덕천동,0,42,1
101010944,1,0,69.0,0,0,0,60대,7658.0,수원 팔달구,기타,1,1,1
1010144704,1,1,77.0,0,0,0,70대이상,457930.0,수지구,신봉동,1,37,0
1010334016,1,0,61.0,0,0,0,60대,15028.0,기타,기타,1,2,1
101035072,1,0,46.0,0,0,0,40대,182440.0,수지구,성복동,0,6,1
1010391552,1,0,42.0,1,0,0,40대,819578.0,수지구,풍덕천동,0,19,1
1010430528,1,0,65.0,0,0,0,60대,22973.0,수지구,풍덕천동,1,3,1
1010465792,1,0,42.0,0,0,0,40대,30631.0,수지구,상현동,0,1,1
1010515904,1,1,37.0,0,0,0,30대,81937.0,분당구,수내동,0,4,0
1010573440,1,0,36.0,0,0,0,30대,9381.0,서울 강남구,기타,0,1,0
1010803584,1,0,70.0,0,0,0,70대이상,25653.0,수지구,동천동,1,2,0
1010820288,1,0,37.0,0,0,0,30대,97253.0,수지구,풍덕천동,0,9,0
1010955776,1,0,38.0,0,0,0,30대,155451.0,수지구,동천동,0,2,0
1010970624,1,0,70.0,0,0,0,70대이상,795149.0,수지구,동천동,1,46,0
1011000320,1,0,62.0,0,0,0,60대,2770064.0,수지구,동천동,1,60,1
1011035584,1,0,74.0,0,0,0,70대이상,113142.0,수지구,풍덕천동,1,6,0
1011100544,1,0,38.0,0,0,0,30대,31013.0,수지구,풍덕천동,0,3,0
1011139520,1,0,44.0,0,0,0,40대,302092.0,수지구,상현동,0,13,1
1011145088,1,0,36.0,1,1,0,30대,587382.0,서울 송파구,기타,0,26,0
1011343680,1,0,43.0,0,0,0,40대,167131.0,수지구,풍덕천동,0,15,1
1011488448,1,0,39.0,0,0,0,30대,55136.0,수지구,동천동,0,3,0
1011540416,1,0,40.0,0,0,0,40대,229344.0,수지구,신봉동,0,12,1
1011553408,1,0,79.0,0,0,0,70대이상,286205.0,수지구,풍덕천동,1,17,0
1011625792,1,0,63.0,0,0,0,60대,10529.0,기흥구,기타,1,1,1
1011982144,1,0,41.0,0,0,0,40대,12827.0,기흥구,언남동,0,1,1
1012026688,1,0,62.0,0,0,0,60대,133819.0,수지구,신봉동,1,8,1
1012093504,1,0,46.0,0,0,0,40대,324321.0,수지구,동천동,0,25,1
1012191872,1,0,37.0,0,0,0,30대,13133.0,수지구,풍덕천동,0,1,0
1012531520,1,0,44.0,0,0,0,40대,120704.0,수지구,상현동,0,8,1
1012615040,1,0,72.0,0,0,0,70대이상,11391.0,수지구,동천동,1,3,0
1012713408,1,0,55.0,0,0,0,50대,2393.0,분당구,중동,0,1,1
1012778368,1,0,42.0,0,0,0,40대,6126.0,수지구,풍덕천동,0,1,1
1012837760,1,0,46.0,0,0,0,40대,7849.0,수지구,동천동,0,1,1
1012941696,1,0,51.0,0,0,0,50대,375168.0,수지구,풍덕천동,0,6,1
101300480,1,0,52.0,1,0,0,50대,472093.0,수지구,상현동,0,15,1
1013004800,1,0,48.0,0,0,0,40대,26323.0,수지구,동천동,0,1,1
1013056768,1,0,41.0,0,0,0,40대,275580.0,수지구,풍덕천동,0,17,1
1013108736,1,0,51.0,0,0,0,50대,90935.0,수지구,동천동,0,2,1
1013136576,1,0,47.0,0,0,0,40대,197485.0,수지구,동천동,0,16,1
1013156992,1,0,45.0,0,0,0,40대,20293.0,수지구,동천동,0,2,1
1013168128,1,0,51.0,0,0,0,50대,182444.0,분당구,구미동,0,11,1
101319040,1,0,67.0,0,0,0,60대,522251.0,수지구,성복동,1,29,1
1013446528,1,0,40.0,0,0,0,40대,357612.0,수지구,상현동,0,20,1
1013457664,1,0,70.0,0,0,0,70대이상,32449.0,수지구,상현동,1,3,0
1013507776,1,1,79.0,0,0,0,70대이상,16272.0,수지구,상현동,1,2,0
1013658112,1,0,37.0,0,0,0,30대,129511.0,수지구,동천동,0,7,0
1013669248,1,0,45.0,1,0,0,40대,555884.0,수지구,죽전동,0,21,1
1013685952,1,0,43.0,0,0,0,40대,62697.0,수지구,상현동,0,6,1
1013791744,1,0,69.0,0,0,0,60대,89496.0,수지구,풍덕천동,1,3,1
1013851136,1,0,68.0,0,0,0,60대,26515.0,수지구,상현동,1,1,1
1013999616,1,0,47.0,0,0,0,40대,8423.0,수지구,동천동,0,2,1
1014086848,1,0,37.0,0,0,0,30대,180683.0,수지구,풍덕천동,0,10,0
1014120256,1,0,37.0,0,0,0,30대,273435.0,수지구,풍덕천동,0,15,0
1014159232,1,0,36.0,0,0,0,30대,6797.0,기타,기타,0,1,0
1014279872,1,0,54.0,0,0,0,50대,16464.0,수지구,풍덕천동,0,1,1
1014539712,1,0,65.0,0,1,0,60대,156983.0,수지구,풍덕천동,1,10,1
1014729024,1,0,70.0,0,0,0,70대이상,128555.0,수지구,동천동,1,11,0
1014857088,1,0,60.0,0,0,0,60대,197758.0,수지구,신봉동,1,13,1
1014864512,1,0,78.0,0,0,0,70대이상,78397.0,수지구,신봉동,1,5,0
1014870080,1,0,37.0,0,0,0,30대,12827.0,수지구,신봉동,0,1,0
1014884928,1,0,35.0,0,0,0,30대,37523.0,수지구,풍덕천동,0,6,0
1014920192,1,0,39.0,0,0,0,30대,173849.0,수지구,풍덕천동,0,10,0
1014948032,1,0,63.0,0,0,0,60대,31109.0,수지구,풍덕천동,1,3,1
1014981440,1,0,37.0,0,0,0,30대,80790.0,수지구,풍덕천동,0,11,0
1015011136,1,0,29.0,1,0,0,20대이하,596776.0,수지구,풍덕천동,0,35,0
1015194880,1,0,62.0,0,0,0,60대,57241.0,수지구,풍덕천동,1,4,1
1015235712,1,0,36.0,0,0,0,30대,39054.0,수지구,풍덕천동,0,3,0
1015246848,1,0,43.0,1,0,0,40대,531744.0,수지구,풍덕천동,0,31,1
1015321088,1,0,46.0,0,0,0,40대,49009.0,수지구,동천동,0,4,1
1015356352,1,0,48.0,0,0,0,40대,2489.0,수지구,동천동,0,1,1
1015358208,1,0,49.0,0,0,0,40대,208480.0,수지구,동천동,0,9,1
1015449152,1,0,67.0,0,0,0,60대,146645.0,기흥구,보정동,1,8,1
1015495552,1,0,52.0,0,0,0,50대,81555.0,수지구,동천동,0,7,1
1015502976,1,0,48.0,0,0,0,40대,135349.0,수지구,동천동,0,14,1
1015517824,1,1,48.0,0,0,0,40대,14550.0,기타,기타,0,1,1
1015525248,1,0,49.0,0,0,0,40대,3542.0,기타,기타,0,1,1
101554752,1,0,42.0,0,0,0,40대,23356.0,기타,기타,0,2,1
1015562368,1,0,54.0,0,0,0,50대,14167.0,수지구,동천동,0,1,1
1015614336,1,0,40.0,0,0,0,40대,36374.0,기타,기타,0,1,1
1015683008,1,0,36.0,0,0,0,30대,101559.0,수지구,풍덕천동,0,7,0
1015762816,1,0,38.0,0,0,0,30대,81075.0,분당구,삼평동,0,4,0
1015902016,1,0,48.0,0,0,0,40대,59251.0,수지구,동천동,0,4,1
1015935424,1,0,36.0,0,0,0,30대,83085.0,수지구,신봉동,0,3,0
1015959552,1,0,73.0,0,0,0,70대이상,4977.0,수지구,동천동,1,1,0
1015985536,1,0,61.0,0,0,0,60대,47764.0,수지구,상현동,1,8,1
1016044928,1,0,52.0,0,0,0,50대,29482.0,수지구,신봉동,0,1,1
1016210112,1,0,43.0,0,0,0,40대,132312.0,서울 강남구,기타,0,10,1
1016492224,1,0,37.0,0,0,0,30대,246815.0,수지구,풍덕천동,0,29,0
1016655552,1,0,48.0,0,0,0,40대,396849.0,수지구,풍덕천동,0,37,1
1016726080,1,0,52.0,0,0,0,50대,414472.0,수지구,동천동,0,42,1
1016844864,1,0,50.0,0,0,0,50대,14166.0,수지구,풍덕천동,0,2,1
1016874560,1,0,49.0,0,0,0,40대,5743.0,수지구,동천동,0,1,1
1017073152,1,0,60.0,0,0,0,60대,187824.0,수원 영통구,기타,1,6,1
1017086144,1,0,37.0,0,0,0,30대,1260664.0,수지구,풍덕천동,0,47,0
1017423936,1,0,77.0,0,0,0,70대이상,11103.0,서울 강남구,기타,1,1,0
1017498176,1,0,53.0,0,0,0,50대,22782.0,수지구,풍덕천동,0,1,1
1017553856,1,0,41.0,0,0,0,40대,16464.0,수원 팔달구,기타,0,3,1
101760768,1,0,64.0,1,0,0,60대,470662.0,수지구,상현동,1,23,1
1017620672,1,0,47.0,0,0,0,40대,60017.0,수지구,상현동,0,4,1
1017633664,1,0,53.0,0,0,0,50대,178519.0,수지구,상현동,0,11,1
1017680064,1,0,47.0,0,0,0,40대,3829.0,수지구,동천동,0,1,1
1017685632,1,0,58.0,0,0,0,50대,66622.0,수지구,동천동,0,1,1
1017912064,1,0,40.0,0,0,0,40대,932767.0,수지구,풍덕천동,0,41,1
1017975168,1,0,48.0,0,0,0,40대,12826.0,수지구,상현동,0,1,1
1018008576,1,1,51.0,0,0,0,50대,93137.0,수지구,풍덕천동,0,3,1
1018218304,1,0,63.0,0,0,0,60대,208768.0,기타,기타,1,10,1
1018381632,1,0,43.0,0,0,0,40대,49506.0,수지구,상현동,0,4,1
1018557952,1,0,45.0,0,0,0,40대,10912.0,기타,기타,0,1,1
1018583936,1,1,44.0,0,0,0,40대,42882.0,수지구,상현동,0,2,1
1018615488,1,0,38.0,1,0,0,30대,608207.0,수지구,신봉동,0,15,0
1018630336,1,0,39.0,0,0,0,30대,34268.0,수지구,신봉동,0,3,0
1018734272,0,0,51.0,0,0,0,50대,19527.0,수지구,동천동,0,1,1
1018997824,1,0,41.0,0,0,0,40대,75524.0,수지구,동천동,0,4,1
1019151872,1,0,42.0,0,1,0,40대,1954777.0,수지구,동천동,0,68,1
1019185280,1,0,43.0,0,0,0,40대,107014.0,수지구,상현동,0,3,1
1019259520,1,0,62.0,0,0,0,60대,26036.0,수지구,상현동,1,1,1
1019318912,1,0,40.0,0,0,0,40대,209534.0,기흥구,마북동,0,14,1
1019435840,1,0,58.0,0,0,0,50대,286932.0,수지구,동천동,0,18,1
1019446976,1,0,47.0,0,0,0,40대,216138.0,수지구,상현동,0,14,1
101946368,1,0,46.0,0,0,0,40대,26802.0,수지구,죽전동,0,1,1
1019582464,1,0,50.0,0,0,0,50대,3159.0,수지구,죽전동,0,1,1
1019597312,1,0,38.0,0,0,0,30대,383363.0,수지구,동천동,0,23,0
1019647424,1,0,54.0,0,1,1,50대,3027770.0,수지구,동천동,0,135,1
1019649280,1,0,42.0,0,0,0,40대,7179.0,수지구,동천동,0,1,1
1019884992,1,0,42.0,0,0,0,40대,66525.0,수지구,풍덕천동,0,3,1
1019894272,1,0,36.0,0,0,0,30대,181486.0,광주,오포읍,0,13,0
1020024192,1,0,72.0,1,0,0,70대이상,635110.0,수지구,동천동,1,27,0
1020070592,1,0,42.0,0,0,0,40대,44987.0,기타,기타,0,5,1
1020172672,1,0,48.0,0,0,0,40대,122714.0,수지구,동천동,0,13,1
1020189376,1,0,48.0,0,0,0,40대,35800.0,수지구,신봉동,0,3,1
1020361984,1,0,42.0,0,0,0,40대,248776.0,수지구,동천동,0,18,1
1020373120,1,0,45.0,0,0,0,40대,326407.0,수지구,풍덕천동,0,12,1
1020384256,1,0,40.0,0,0,0,40대,378864.0,기타,기타,0,23,1
1020462208,1,0,52.0,0,0,0,50대,52263.0,수지구,동천동,0,4,1
1021475584,1,0,57.0,0,0,0,50대,38288.0,기타,기타,0,1,1
1021718720,1,0,59.0,0,0,0,50대,8806.0,기타,기타,0,1,1
1021731712,1,0,56.0,0,0,0,50대,10338.0,기타,기타,0,1,1
102178368,1,0,43.0,0,0,0,40대,7370.0,수지구,풍덕천동,0,1,1
1021813376,1,0,55.0,0,0,0,50대,10721.0,기타,기타,0,1,1
1022654144,1,0,57.0,0,0,0,50대,43840.0,수지구,성복동,0,1,1
1023006784,1,0,39.0,0,0,0,30대,8423.0,수지구,상현동,0,1,0
1023025344,1,0,67.0,0,0,0,60대,43074.0,수지구,동천동,1,4,1
1023027200,1,0,45.0,0,0,0,40대,26036.0,수지구,동천동,0,3,1
1023108864,1,0,36.0,0,1,0,30대,555131.0,수지구,풍덕천동,0,56,0
1023140416,1,0,47.0,0,0,0,40대,24696.0,수지구,풍덕천동,0,2,1
1023218368,1,0,47.0,0,0,0,40대,51498.0,수지구,상현동,0,2,1
102328704,1,1,44.0,0,0,0,40대,47860.0,기타,기타,0,1,1
1023609984,1,0,40.0,0,0,0,40대,9955.0,수지구,동천동,0,1,1
1023613696,1,0,49.0,0,0,0,40대,107684.0,수지구,동천동,0,7,1
1023877248,1,0,35.0,0,0,0,30대,3829.0,서울 송파구,기타,0,1,0
1024036864,1,0,60.0,0,0,0,60대,115248.0,수지구,동천동,1,6,1
1024111104,1,0,49.0,0,0,0,40대,12444.0,수지구,상현동,0,1,1
1024185344,1,0,64.0,0,0,0,60대,26036.0,수지구,상현동,1,1,1
1024207616,1,0,57.0,0,0,0,50대,135542.0,기타,기타,0,7,1
1024281856,1,0,39.0,1,0,0,30대,636832.0,수지구,동천동,0,35,0
1024437760,1,0,38.0,0,0,0,30대,79256.0,서울 송파구,기타,0,4,0
1024471168,1,0,41.0,0,0,0,40대,5360.0,수지구,동천동,0,1,1
1024500864,1,0,45.0,0,1,0,40대,1744182.0,수지구,풍덕천동,0,79,1
1024532416,1,0,43.0,0,0,0,40대,175838.0,수지구,신봉동,0,7,1
1024565824,1,0,57.0,0,0,0,50대,14070.0,수지구,동천동,0,1,1
1024695744,1,0,36.0,0,0,0,30대,45084.0,분당구,구미동,0,5,0
1024703168,1,0,36.0,0,0,0,30대,69875.0,기타,기타,0,5,0
1024706880,1,0,38.0,0,1,0,30대,874657.0,수지구,풍덕천동,0,59,0
1024710592,1,0,47.0,0,0,0,40대,11486.0,수지구,성복동,0,1,1
1024729152,1,0,74.0,1,0,0,70대이상,415620.0,수지구,동천동,1,17,0
1024911040,1,0,43.0,0,1,0,40대,9572.0,수지구,신봉동,0,1,1
1025014976,1,0,43.0,0,1,0,40대,6126.0,기타,기타,0,1,1
1025100352,1,0,42.0,0,0,0,40대,18379.0,기타,기타,0,1,1
1025156032,1,0,39.0,0,0,0,30대,143581.0,수지구,상현동,0,1,0
1025189440,1,0,53.0,0,0,0,50대,129797.0,수지구,상현동,0,3,1
1025295232,1,0,37.0,0,0,0,30대,35225.0,수원 팔달구,기타,0,3,0
1025464128,1,0,74.0,0,0,0,70대이상,404804.0,수지구,신봉동,1,25,0
1025506816,1,0,58.0,0,0,0,50대,83073.0,수지구,성복동,0,4,1
102560704,1,0,52.0,0,0,0,50대,265817.0,수지구,풍덕천동,0,22,1
1025699840,1,0,48.0,0,0,0,40대,10338.0,수지구,신봉동,0,1,1
1025809344,1,0,48.0,0,0,0,40대,31780.0,수지구,상현동,0,3,1
1025878016,1,0,45.0,0,0,0,40대,33119.0,기타,기타,0,3,1
1026117440,1,0,74.0,0,0,0,70대이상,24696.0,수지구,동천동,1,1,0
1026139712,1,0,43.0,0,0,0,40대,21442.0,수지구,동천동,0,2,1
1026202816,1,0,37.0,1,0,0,30대,466033.0,수지구,성복동,0,17,0
1026275200,1,0,54.0,0,0,0,50대,57432.0,수지구,동천동,0,5,1
1026351296,1,0,47.0,0,0,0,40대,11391.0,수지구,동천동,0,2,1
1026403264,1,0,43.0,0,0,0,40대,139369.0,수지구,신봉동,0,5,1
1026546176,1,0,35.0,0,0,0,30대,414470.0,수원 영통구,기타,0,19,0
1026590720,1,0,39.0,0,0,0,30대,45138.0,수지구,풍덕천동,0,2,0
1026698368,1,0,49.0,0,0,0,40대,20006.0,수지구,성복동,0,2,1
1026819008,1,0,56.0,0,0,0,50대,71025.0,수지구,동천동,0,2,1
1026846848,1,0,66.0,0,0,0,60대,223795.0,수지구,동천동,1,7,1
1027136384,1,0,39.0,0,0,0,30대,98591.0,서울 강남구,기타,0,10,0
1027277440,1,0,44.0,0,0,0,40대,23930.0,수지구,신봉동,0,2,1
1027535424,1,0,43.0,0,0,0,40대,30056.0,수지구,동천동,0,3,1
1027546560,1,0,53.0,0,0,0,50대,10146.0,수지구,풍덕천동,0,1,1
1027607808,1,0,39.0,0,0,0,30대,65090.0,기타,기타,0,5,0
1027657920,1,0,49.0,0,0,0,40대,288978.0,수지구,죽전동,0,5,1
1027696896,1,0,41.0,0,0,0,40대,34652.0,수지구,성복동,0,4,1
1027758144,1,0,54.0,0,0,0,50대,56283.0,수지구,동천동,0,3,1
1027806400,1,0,41.0,0,0,0,40대,53508.0,수지구,풍덕천동,0,4,1
1027817536,1,0,71.0,0,0,0,70대이상,95241.0,수지구,성복동,1,9,0
1027990144,1,0,43.0,0,0,0,40대,101793.0,수지구,풍덕천동,0,5,1
1027992000,1,0,67.0,0,0,0,60대,100698.0,수지구,동천동,1,3,1
1028053248,1,0,44.0,0,0,0,40대,63559.0,수지구,신봉동,0,3,1
1028092224,1,0,39.0,0,1,0,30대,2612732.0,수지구,동천동,0,66,0
1028131200,1,0,38.0,0,0,0,30대,216905.0,수지구,동천동,0,9,0
1028144192,1,0,36.0,0,0,0,30대,23452.0,수지구,풍덕천동,0,3,0
1028175744,1,0,55.0,0,1,0,50대,965050.0,수지구,상현동,0,67,1
1028244416,1,0,38.0,0,0,0,30대,158895.0,기흥구,마북동,0,3,0
1028268544,1,0,41.0,0,0,0,40대,179284.0,화성,기타,0,14,1
1028272256,1,1,52.0,0,0,0,50대,114635.0,기타,기타,0,2,1
1028298240,1,0,48.0,0,0,0,40대,2680.0,분당구,수내동,0,1,1
1028376192,1,0,40.0,0,0,0,40대,35417.0,수지구,풍덕천동,0,2,1
1028496832,1,0,35.0,0,0,0,30대,52646.0,기흥구,보정동,0,1,0
1028782656,1,1,40.0,0,0,0,40대,315818.0,수지구,상현동,0,10,1
1028825344,1,0,49.0,0,0,0,40대,106634.0,수지구,풍덕천동,0,9,1
1028957120,1,0,55.0,0,0,0,50대,193068.0,수지구,신봉동,0,16,1
1028960832,1,0,55.0,0,0,0,50대,92563.0,수지구,동천동,0,10,1
1029005376,1,0,50.0,0,0,0,50대,256245.0,수지구,풍덕천동,0,14,1
1029083328,1,0,33.0,0,0,0,30대,13593.0,분당구,정자동,0,1,0
102911488,1,0,59.0,0,0,0,50대,9764.0,분당구,구미동,0,1,1
1029179840,1,0,55.0,0,0,0,50대,1369852.0,수지구,풍덕천동,0,41,1
